neaddress,count,normalized_address,latitude,longitude
"Россия, обл. Ростовская, р-н Сальский, г. Сальск, пер. Транспортный, д. 2В,   столб, Столб металлический БИК ООО",6,"пер. Транспортный Транспортный, р-н Сальский",46.473266,41.551654
"Россия, обл. Новосибирская, г. Новосибирск, ул. Сухарная, д. 96/3",6,"ул. Сухарная Сухарная, г. Новосибирск",55.043995,82.865246
"Россия, край Краснодарский, г. Краснодар, ул. им. Калинина, д. 350/к.4",6,"ул. им. Калинина им. Калинина, г. Краснодар",45.054614,38.90846
"Россия, обл. Свердловская, г. Качканар, ул. Толстого, д. 10, Мачта на кровле МТС ПАО",6,"ул. Толстого Толстого, г. Качканар",58.71321,59.487822
"Россия, обл. Свердловская, г. Екатеринбург, ул. Белореченская, д. 34/к.1",6,"ул. Белореченская Белореченская, г. Екатеринбург",56.81874,60.565881
"Россия, край Краснодарский, г. Горячий Ключ, ст-ца Бакинская, ул. Толстого,   столб, Столб металлический БИК ООО",6,"ул. Толстого Толстого, г. Горячий Ключ",44.63066,39.110249
"Россия, обл. Свердловская, г. Екатеринбург, ул. Агрономическая, д. 36",6,"ул. Агрономическая Агрономическая, г. Екатеринбург",56.776922,60.606431
"Россия, обл. Новосибирская, г. Новосибирск, ул. Ипподромская, д. 49, Башня на кровле МТС ПАО",6,"ул. Ипподромская Ипподромская, г. Новосибирск",55.039512,82.942896
"Россия, край Краснодарский, г. Краснодар, ул. им. Героя Яцкова И.В., д. 14",6,"ул. им. Героя Яцкова И.В. им. Героя Яцкова И.В., г. Краснодар",45.069155,39.033596
"Россия, обл. Ростовская, г. Азов, ул. Измайлова, д. 58, Столб железобетонный Теле2",6,"ул. Измайлова Измайлова, г. Азов",47.10637,39.422126
"Россия, респ. Татарстан, г. Казань, ул. Лядова, д. 2",6,"ул. Лядова Лядова, п. Татарстан",55.620464,52.596791
"Россия, респ. Татарстан, г. Казань, ул. Копылова, д. 5/1",6,"ул. Копылова Копылова, п. Татарстан",55.620464,52.596791
"Россия, обл. Новосибирская, г. Новосибирск, ул. Татьяны Снежиной, д. 45/1",6,"ул. Татьяны Снежиной Татьяны Снежиной, г. Новосибирск",55.020636,83.014331
"Россия, обл. Ростовская, г. Ростов-на-Дону, ул. Юфимцева, д. 17,   столб, Столб железобетонный Теле2",6,"ул. Юфимцева Юфимцева, г. Ростов-на-Дону",47.241218,39.705015
"Россия, обл. Ростовская, р-н Матвеево-Курганский, с Политотдельское, ул. Таганрогская, д. 53 А,   башня, Башня Первая Башенная Компания АО",6,"ул. Таганрогская Таганрогская, р-н Матвеево-Курганский",47.683869,38.919932
"Россия, респ. Татарстан, г. Казань, ул. Сафиуллина, д. 32А,   кровля здания, Кровля здания Прочие",6,"ул. Сафиуллина Сафиуллина, п. Татарстан",55.620464,52.596791
"Россия, респ. Татарстан, г. Набережные Челны, ул. им Комарова, д. 12, Кровля здания Прочие",6,"ул. им Комарова им Комарова, п. Татарстан",55.620464,52.596791
"Россия, обл. Ростовская, р-н Мясниковский,   1.03 км севернее дома 23 по Художника Чернышева ул Недвиговка п, столб клиента ""Колхоз им.С.Г.Шаумяна""",6,,44.932351,7.537081
"Россия, обл. Свердловская, г. Екатеринбург, ул. Белореченская, д. 32",6,"ул. Белореченская Белореченская, г. Екатеринбург",56.81874,60.565881
"Россия, край Краснодарский, р-н Ейский, г. Ейск, ул. Матросова,   в районе дома 51, ОДН, ОДН МИКС ООО (ИНН 2320223440)",6,"ул. Матросова Матросова, р-н Ейский",46.689009,38.279577
"Россия, край Краснодарский, г. Краснодар, ул. Московская, д. 162, Кровля здания Прочие",6,"ул. Московская Московская, г. Краснодар",45.072981,39.000951
"Россия, край Краснодарский, г. Краснодар, ул. им. Карла Маркса, д. 14",6,"ул. им. Карла Маркса им. Карла Маркса, г. Краснодар",45.708483,38.818853
"Россия, обл. Свердловская, р-н Невьянский, п Таватуй,   гора ""Большой Камень"",  башня, Башня Мегафон ПАО",6,,44.932351,7.537081
"Россия, край Краснодарский, г. Горячий Ключ,   с/о Саратовский, ОДН, ОДН Русские Башни АО",6,,44.932351,7.537081
"Россия, обл. Новосибирская, р-н Купинский, с Стеклянное,   опора, МАО (башня/мачта на пригрузах) БИК ООО",6,,44.932351,7.537081
"Россия, обл. Свердловская, г. Екатеринбург, ул. Белореченская, д. 34/к.2",6,"ул. Белореченская Белореченская, г. Екатеринбург",56.81874,60.565881
"Россия, респ. Татарстан, г. Казань, ул. Белинского, д. 39",6,"ул. Белинского Белинского, п. Татарстан",55.620464,52.596791
"Россия, обл. Свердловская, г. Верхняя Пышма, ул. Машиностроителей,   в районе дома 9, ОДН, ОДН АйТауэр ООО",6,"ул. Машиностроителей Машиностроителей, г. Верхняя Пышма",56.987904,60.549163
"Россия, обл. Новосибирская, р-н Новосибирский,   Кудряшовский с/с, в районе Элеваторщик снт, опора, МАО (башня/мачта на пригрузах) БИК ООО",6,,44.932351,7.537081
"Россия, обл. Свердловская, г. Первоуральск, ул. Ватутина, д. 53/к.а",6,"ул. Ватутина Ватутина, г. Первоуральск",56.901926,59.942486
"Россия, обл. Свердловская, г. Нижний Тагил, ш. Черноисточинское, д. 75",6,"ш. Черноисточинское Черноисточинское, г. Нижний Тагил",57.881354,59.939755
"Россия, обл. Ростовская, р-н Азовский, х Обуховка, ул. Радужная, д. 53,   столб, Столб металлический БИК ООО",6,"ул. Радужная Радужная, р-н Азовский",47.17301,39.443281
"Россия, обл. Ростовская, г. Ростов-на-Дону, ул. Провинциальная, д. 11,   столб, Столб металлический БИК ООО",6,"ул. Провинциальная Провинциальная, г. Ростов-на-Дону",47.223957,39.562667
"Россия, край Краснодарский, г. Краснодар, ст-ца Елизаветинская, пер. Курганный, д. 1А,   столб, Столб металлический БИК ООО",6,"пер. Курганный Курганный, г. Краснодар",45.056524,38.984314
"Россия, край Краснодарский, р-н Каневской,   2,3 км западнее Привольная ст-ца, элеватор, Элеватор Прочие",6,,44.932351,7.537081
"Россия, край Краснодарский, г. Горячий Ключ, ул. Первомайская,   столб, Столб железобетонный БИК ООО",6,"ул. Первомайская Первомайская, г. Горячий Ключ",44.623559,39.124272
"Россия, обл. Свердловская, г. Екатеринбург, ул. Крауля, д. 48/к.2",6,"ул. Крауля Крауля, г. Екатеринбург",56.831142,60.54442
"Россия, респ. Татарстан, г. Казань, ул. Фатыха Амирхана, д. 85",6,"ул. Фатыха Амирхана Фатыха Амирхана, п. Татарстан",55.620464,52.596791
"Россия, респ. Татарстан, г. Казань, тер. Ферма-2,   гск ""Автолюбитель"", участок 4, опора, Столб металлический БИК ООО",6,,44.932351,7.537081
"Россия, респ. Татарстан, г. Казань, ул. Пушкина, д. 4,   здание материально-технического обеспечения, инв. № 1389, лит. Ж, Кровля здания Прочие",6,"ул. Пушкина Пушкина, п. Татарстан",55.620464,52.596791
"Россия, край Краснодарский, г. Краснодар, пр-д им. Репина, д. 42",6,,44.932351,7.537081
"Россия, обл. Ростовская, г. Ростов-на-Дону, пр-т Соколова, д. 81",6,,44.932351,7.537081
"Россия, обл. Свердловская, г. Дегтярск, ул. Уральских Танкистов, д. 14",6,"ул. Уральских Танкистов Уральских Танкистов, г. Дегтярск",56.703825,60.081033
"Россия, респ. Татарстан, г. Казань, ул. Маршала Чуйкова, д. 37",6,"ул. Маршала Чуйкова Маршала Чуйкова, п. Татарстан",51.802096,39.182914
"Россия, край Краснодарский, г. Краснодар, ул. им. 40-летия Победы, д. 115, Кровля здания Прочие",6,"ул. им. 40-летия Победы им. 40-летия Победы, г. Краснодар",45.055779,39.015144
"Россия, край Краснодарский, р-н Апшеронский, г. Апшеронск, ул. Радужная,   в районе дома 21, ОДН, ОДН Русмаркет ООО",6,"ул. Радужная Радужная, р-н Апшеронский",44.443478,39.753901
"Россия, край Краснодарский, р-н Усть-Лабинский, х Свободный, ул. Центральная,   столб, Столб железобетонный БИК ООО",6,"ул. Центральная Центральная, р-н Усть-Лабинский",45.239043,39.714635
"Россия, край Краснодарский, р-н Тихорецкий, г. Тихорецк, ул. Крупской,   столб, Столб железобетонный Теле2",6,"ул. Крупской Крупской, р-н Тихорецкий",45.840975,40.110173
"Россия, обл. Ростовская, р-н Чертковский,   пастбищный участок №7, примыкает с северной стороны к перекрестку автомагистрали М-4 ""Дон-2"" и автодороги на хут. Павловка, столб, Столб металлический БИК ООО",6,,44.932351,7.537081
"Россия, обл. Ростовская, г. Ростов-на-Дону, ул. Богданова, д. 77",6,"ул. Богданова Богданова, г. Ростов-на-Дону",47.225995,39.774436
"Россия, респ. Татарстан, г. Казань, ул. Копылова, д. 4",6,"ул. Копылова Копылова, п. Татарстан",55.620464,52.596791
"Россия, обл. Новосибирская, г. Новосибирск, ул. Татьяны Снежиной, д. 41/1",6,"ул. Татьяны Снежиной Татьяны Снежиной, г. Новосибирск",55.020636,83.014331
"Россия, обл. Свердловская, г. Каменск-Уральский, пр-т Победы, д. 6",6,,44.932351,7.537081
"Россия, обл. Новосибирская, р-н Каргатский, с Форпост-Каргат, ул. Центральная,   0.045 км западнее дома 2, опора, МАО (башня/мачта на пригрузах) БИК ООО",6,"ул. Центральная Центральная, р-н Каргатский",54.631691,80.242678
"Россия, обл. Новосибирская, р-н Новосибирский,   0.3 км северо-восточнее Восход п, водонапорная башня, Башня на кровле МТС ПАО",6,,44.932351,7.537081
"Россия, обл. Свердловская, г. Екатеринбург, ул. Майкопская, д. 25",6,"ул. Майкопская Майкопская, г. Екатеринбург",56.865161,60.57932
"Россия, обл. Ростовская, г. Ростов-на-Дону, пр-т Ленина, д. 48",6,,44.932351,7.537081
"Россия, край Краснодарский, р-н Брюховецкий, ст-ца Переясловская, ул. Ростовская, д. 49/1,   столб, Столб железобетонный БИК ООО",6,"ул. Ростовская Ростовская, р-н Брюховецкий",45.837032,39.030002
"Россия, респ. Татарстан, г. Набережные Челны, ул. Тан,   в районе дома 203, (компл. 19/13), ОДН, ОДН арендованная",6,"ул. Тан Тан, п. Татарстан",55.620464,52.596791
"Россия, обл. Свердловская, г. Березовский, ул. Революционная, д. 11, Мачта на кровле МТС ПАО",6,"ул. Революционная Революционная, г. Березовский",56.906025,60.788672
"Россия, обл. Свердловская, г. Екатеринбург, ул. Кузнечная, д. 92",6,"ул. Кузнечная Кузнечная, г. Екатеринбург",56.843186,60.622223
"Россия, край Краснодарский, р-н Курганинский, п Октябрьский, ул. Ленина,   столб, Столб железобетонный БИК ООО",6,"ул. Ленина Ленина, р-н Курганинский",45.086429,40.437905
"Россия, край Краснодарский, р-н Отрадненский, ст-ца Малотенгинская, ул. Степная, д. 1,   столб, Столб железобетонный БИК ООО",6,"ул. Степная Степная, р-н Отрадненский",44.210027,41.569136
"Россия, респ. Татарстан, г. Казань, ул. Тимирязева, д. 8",6,"ул. Тимирязева Тимирязева, п. Татарстан",55.620464,52.596791
"Россия, обл. Ростовская, г. Ростов-на-Дону, ул. Панфиловцев, д. 5,   ЖБО",6,"ул. Панфиловцев Панфиловцев, г. Ростов-на-Дону",47.274182,39.795574
"Россия, респ. Татарстан, г. Набережные Челны, б-р им Хусаина Ямашева, д. 2, Кровля здания Прочие",6,,44.932351,7.537081
"Россия, обл. Ростовская, р-н Аксайский, г. Аксай, ул. Дзержинского, д. 1/к.Д",6,"ул. Дзержинского Дзержинского, р-н Аксайский",47.26424,39.864376
"Россия, обл. Новосибирская, р-н Новосибирский, тер. НСТ Космос,   опора, Столб металлический БИК ООО",6,,44.932351,7.537081
"Россия, обл. Ростовская, р-н Морозовский, г. Морозовск, пер. Комсомольский,   около д. 4, ЖБО",6,"пер. Комсомольский Комсомольский, р-н Морозовский",48.357982,41.812992
"Россия, обл. Ростовская, р-н Орловский, п Орловский, ул. Транспортная,   0.03 км юго-западнее дома 2В, столб, Столб металлический БИК ООО",6,"ул. Транспортная Транспортная, р-н Орловский",47.012182,42.198612
"Россия, обл. Свердловская, г. Екатеринбург, ул. Белореченская, д. 34/к.3",6,"ул. Белореченская Белореченская, г. Екатеринбург",56.81874,60.565881
"Россия, обл. Свердловская, г. Екатеринбург, ул. Радищева, д. 18",6,"ул. Радищева Радищева, г. Екатеринбург",56.829542,60.588294
"Россия, обл. Ростовская, г. Ростов-на-Дону, ул. Петренко, д. 3",6,"ул. Петренко Петренко, г. Ростов-на-Дону",47.319668,39.683715
"Россия, обл. Ростовская, г. Ростов-на-Дону, ул. Быковского, д. 3",6,"ул. Быковского Быковского, г. Ростов-на-Дону",47.215505,39.64383
"Россия, край Краснодарский, р-н Курганинский, ст-ца Новоалексеевская, ул. Набережная, д. 4,   столб, Столб металлический МТС ПАО",6,"ул. Набережная Набережная, р-н Курганинский",44.877531,40.578905
"Россия, обл. Свердловская, г. Екатеринбург, ул. Саввы Белых,   0.024 км южнее дома 35, ОДН, ОДН ВЕРТИКАЛЬ-УРАЛ ООО",6,"ул. Саввы Белых Саввы Белых, г. Екатеринбург",56.801878,60.63541
"Россия, край Краснодарский, г. Краснодар, ул. им. Митрофана Седина, д. 67, Кровля здания Прочие",6,"ул. им. Митрофана Седина им. Митрофана Седина, г. Краснодар",45.028725,38.978673
"Россия, край Краснодарский, р-н Калининский, ст-ца Старовеличковская, ул. Ачуева, д. 6Б,   столб, Столб железобетонный Вымпелком ПАО",6,"ул. Ачуева Ачуева, р-н Калининский",45.422067,38.736433
"Россия, респ. Татарстан, г. Казань, ул. Побежимова, д. 57а",6,"ул. Побежимова Побежимова, п. Татарстан",55.620464,52.596791
"Россия, край Краснодарский, р-н Щербиновский, п Щербиновский, ул. Победы, д. 10,   столб, Столб железобетонный БИК ООО",6,"ул. Победы Победы, р-н Щербиновский",46.628544,38.631869
"Россия, обл. Ростовская, р-н Кагальницкий, ст-ца Хомутовская, ул. Казачья, д. 41,   столб, Столб железобетонный БИК ООО",6,"ул. Казачья Казачья, р-н Кагальницкий",47.041316,40.066146
"Россия, обл. Новосибирская, г. Новосибирск, ул. Николаева, д. 11, Внутри здания Прочие",6,"ул. Николаева Николаева, г. Новосибирск",54.856771,83.108447
"Россия, обл. Свердловская, р-н Пригородный, п Анатольская,   башня, Башня Ростелеком ПАО",6,,44.932351,7.537081
"Россия, респ. Татарстан, г. Казань, ул. Фатыха Амирхана, д. 105",6,"ул. Фатыха Амирхана Фатыха Амирхана, п. Татарстан",55.620464,52.596791
"Россия, обл. Новосибирская, г. Новосибирск, ул. Чемская, д. 12",6,"ул. Чемская Чемская, г. Новосибирск",54.954429,82.96901
"Россия, респ. Татарстан, г. Казань, ул. Побежимова, д. 55",6,"ул. Побежимова Побежимова, п. Татарстан",55.620464,52.596791
"Россия, край Краснодарский, р-н Каневской, ст-ца Придорожная, ул. Красная, д. 44,   столб, Столб железобетонный БИК ООО",6,"ул. Красная Красная, р-н Каневской",46.130748,38.970381
"Россия, обл. Ростовская, г. Таганрог, пер. 1-й Новый, д. 22-б",6,"пер. 1-й Новый 1-й Новый, г. Таганрог",47.274555,38.927873
"Россия, край Краснодарский, г. Краснодар, ул. Кореновская, д. 57/к.2",6,"ул. Кореновская Кореновская, г. Краснодар",45.097673,38.979544
"Россия, обл. Ростовская, г. Ростов-на-Дону, ул. Зорге, д. 33/к.6",6,"ул. Зорге Зорге, г. Ростов-на-Дону",47.220065,39.63217
"Россия, край Краснодарский, р-н Тихорецкий, г. Тихорецк, ул. Ленинградская, д. 49,   опора, Столб металлический БИК ООО",6,"ул. Ленинградская Ленинградская, р-н Тихорецкий",45.860856,40.128444
"Россия, край Краснодарский, р-н Кущевский, х Цукерова Балка, ул. Центральная, уч. 80Б,   опора, Столб металлический БИК ООО",6,"ул. Центральная Центральная, р-н Кущевский",46.782209,39.511374
"Россия, край Краснодарский, р-н Щербиновский, х Любимов, пер. Степной, д. 1/1,   башня, Башня Первая Башенная Компания АО",6,"пер. Степной Степной, р-н Щербиновский",46.686957,38.786927
"Россия, край Краснодарский, р-н Кущевский, ст-ца Кущевская, пер. Кубанский, д. 49,   столб, Столб железобетонный БИК ООО",6,"пер. Кубанский Кубанский, р-н Кущевский",46.547896,39.618174
"Россия, край Краснодарский, р-н Павловский, х Веселая Жизнь, ул. Северная,   0.02 км северо-восточнее дома 20/А, опора, Столб металлический БИК ООО",6,"ул. Северная Северная, р-н Павловский",53.329967,82.980545
"Россия, обл. Ростовская, г. Шахты, пер. Донской, д. 65",6,"пер. Донской Донской, г. Шахты",47.716724,40.208637
"Россия, край Краснодарский, г. Краснодар, ул. Московская, д. 62",6,"ул. Московская Московская, г. Краснодар",45.072981,39.000951
"Россия, край Краснодарский, р-н Лабинский, г. Лабинск, ул. Турчанинова, д. 95/1,   столб, Столб металлический БИК ООО",6,"ул. Турчанинова Турчанинова, р-н Лабинский",44.648471,40.7127
"Россия, край Краснодарский, р-н Северский, ст-ца Северская, ул. Ленина, д. 83,   башня, Башня Вымпелком ПАО",6,"ул. Ленина Ленина, р-н Северский",44.850711,38.676372
"Россия, край Краснодарский, р-н Динской, ст-ца Старомышастовская, ул. Кирова, д. 99,   столб, Столб железобетонный БИК ООО",6,"ул. Кирова Кирова, р-н Динской",45.225066,39.219933
"Россия, обл. Новосибирская, г. Новосибирск, ул. Русская, д. 9",6,"ул. Русская Русская, г. Новосибирск",54.885725,82.768282
"Россия, респ. Татарстан, р-н Верхнеуслонский, с Куралово,   опора, Столб металлический БИК ООО",6,,44.932351,7.537081
"Россия, обл. Свердловская, г. Полевской, с Курганово, ул. Нагорная,   0.01 км западнее дома 17, опора, МАО (башня/мачта на пригрузах) БИК ООО",6,"ул. Нагорная Нагорная, г. Полевской",56.493079,60.226767
"Россия, край Краснодарский, г. Краснодар, ул. Московская, д. 116/1,   столб, Столб металлический БИК ООО",6,"ул. Московская Московская, г. Краснодар",45.072981,39.000951
"Россия, обл. Ростовская, г. Ростов-на-Дону, ул. Доватора, д. 301,   столб, Столб металлический БИК ООО",6,"ул. Доватора Доватора, г. Ростов-на-Дону",47.237779,39.606972
"Россия, обл. Ростовская, г. Ростов-на-Дону, ул. Орбитальная, д. 48/к.А",6,"ул. Орбитальная Орбитальная, г. Ростов-на-Дону",47.299555,39.704655
"Россия, край Краснодарский, р-н Павловский, ст-ца Павловская, ул. Шевченко, д. 36/1,   столб, Столб железобетонный БИК ООО",6,"ул. Шевченко Шевченко, р-н Павловский",55.790848,38.703267
"Россия, обл. Ростовская, г. Ростов-на-Дону, б-р Комарова, д. 23/37, Кровля здания Прочие",6,,44.932351,7.537081
"Россия, обл. Ростовская, г. Ростов-на-Дону, ул. Орская, д. 102,   столб, Столб железобетонный БИК ООО",6,"ул. Орская Орская, г. Ростов-на-Дону",47.283859,39.779916
"Россия, обл. Ростовская, г. Волгодонск, ул. Ленинградская,   около д. 24, ЖБО, Столб железобетонный БИК ООО",6,"ул. Ленинградская Ленинградская, г. Волгодонск",47.535169,42.204613
"Россия, обл. Новосибирская, р-н Карасукский,   Троицкий с/с, западная окраина Карасук г, башня, Башня РТПЦ",6,,44.932351,7.537081
"Россия, край Краснодарский, р-н Калининский, ст-ца Калининская, ул. Советская, д. 19,   столб, Столб металлический БИК ООО",6,"ул. Советская Советская, р-н Калининский",56.859557,35.911654
"Россия, край Краснодарский, р-н Лабинский, ст-ца Каладжинская, ул. Ленина,   территория гаража, столб,, Столб железобетонный БИК ООО",6,"ул. Ленина Ленина, р-н Лабинский",44.643122,40.715898
"Россия, обл. Свердловская, г. Екатеринбург, ул. Норильская, д. 77",6,"ул. Норильская Норильская, г. Екатеринбург",56.883848,60.686632
"Россия, обл. Свердловская, г. Каменск-Уральский, ул. Заводская, д. 4,   цех газоочистки, Кровля здания Прочие",6,"ул. Заводская Заводская, г. Каменск-Уральский",56.373958,61.97001
"Россия, край Краснодарский, г. Краснодар, ул. им. Котлярова Н.С., д. 30",6,"ул. им. Котлярова Н.С. им. Котлярова Н.С., г. Краснодар",45.067481,39.011919
"Россия, обл. Ростовская, г. Ростов-на-Дону, ул. Орбитальная, д. 82",6,"ул. Орбитальная Орбитальная, г. Ростов-на-Дону",47.299555,39.704655
"Россия, обл. Свердловская, г. Нижняя Салда, ул. Терешковой, д. 103а,   опора, МАО (башня/мачта на пригрузах) БИК ООО",6,"ул. Терешковой Терешковой, г. Нижняя Салда",58.079371,60.742373
"Россия, обл. Новосибирская, р-н Убинский, с Убинское, ул. Матросова, д. 5,   опора, МАО (башня/мачта на пригрузах) БИК ООО",6,"ул. Матросова Матросова, р-н Убинский",55.29392,79.691929
"Россия, край Краснодарский, р-н Курганинский, п Степной, ул. Садовая, д. 12,   столб, Столб железобетонный БИК ООО",6,"ул. Садовая Садовая, р-н Курганинский",44.902837,40.550347
г. Ростов-на-Дону,6,,44.932351,7.537081
"Россия, край Краснодарский, р-н Динской, ст-ца Динская, снт ДСНТ ТРУД, ул. Ягодная, д. 124,   опора, Столб железобетонный БИК ООО",6,"ул. Ягодная Ягодная, р-н Динской",45.255821,39.224003
"Россия, обл. Ростовская, р-н Семикаракорский, г. Семикаракорск, пер. 1-й,   0,24 км юго-восточнее дома 252, башня, Башня БИК ООО",6,"пер. 1-й 1-й, р-н Семикаракорский",5.560026,-0.183714
"Россия, край Краснодарский, г. Краснодар, ул. им. Ковалева, д. 16, Дымовая труба Прочие",6,"ул. им. Ковалева им. Ковалева, г. Краснодар",45.065526,38.949477
"Россия, обл. Свердловская, г. Екатеринбург, ул. Победы, д. 4",6,"ул. Победы Победы, г. Екатеринбург",56.900103,60.596396
"Россия, обл. Ростовская, г. Ростов-на-Дону, ул. Казахская, д. 89/к.3",6,"ул. Казахская Казахская, г. Ростов-на-Дону",47.273791,39.744082
"Россия, респ. Татарстан, р-н Бавлинский, г. Бавлы,    1 км на северо-восток, башня, Башня БИК ООО",6,,44.932351,7.537081
"Россия, обл. Ростовская, г. Ростов-на-Дону, ул. Футбольная, д. 26",6,"ул. Футбольная Футбольная, г. Ростов-на-Дону",47.245231,39.66972
"Россия, обл. Свердловская, г. Екатеринбург, ул. Челюскинцев, д. 2",6,"ул. Челюскинцев Челюскинцев, г. Екатеринбург",56.853115,60.596891
"Россия, обл. Свердловская, г. Екатеринбург, ул. Токарей, д. 24",6,"ул. Токарей Токарей, г. Екатеринбург",56.833348,60.561964
"Россия, край Краснодарский, г. Краснодар, ул. Тепличная, д. 76/1,   столб, Столб железобетонный БИК ООО",6,"ул. Тепличная Тепличная, г. Краснодар",45.111032,39.0188
"Россия, обл. Свердловская, г. Екатеринбург, ул. Серафимы Дерябиной, д. 23",6,"ул. Серафимы Дерябиной Серафимы Дерябиной, г. Екатеринбург",56.814907,60.552056
"Россия, обл. Новосибирская, р-н Маслянинский, с Пайвино,   опора, МАО (башня/мачта на пригрузах) БИК ООО",6,,44.932351,7.537081
"Россия, обл. Новосибирская, р-н Новосибирский, рп Краснообск, д. 212, Кровля здания <НЕ ВЫБИРАТЬ> Нужно уточнить",6,,44.932351,7.537081
"Россия, край Краснодарский, р-н Павловский, ст-ца Старолеушковская, ул. Кооперативная, д. 11,   опора, Столб металлический БИК ООО",6,"ул. Кооперативная Кооперативная, р-н Павловский",46.064736,39.606712
"Россия, обл. Новосибирская, г. Новосибирск, спуск Владимировский, д. 9",6,,44.932351,7.537081
"Россия, край Краснодарский, р-н Тихорецкий, ст-ца Фастовецкая, ул. Степная,   пересечение УЛ. СТЕПНАЯ КУРГАННАЯ к.н 23:32:0302010:454 столб, Столб железобетонный БИК ООО",6,"ул. Степная Степная, р-н Тихорецкий",45.691783,40.278912
"Россия, респ. Татарстан, р-н Альметьевский, г. Альметьевск, пр-т Габдуллы Тукая, д. 25",6,,44.932351,7.537081
"Россия, обл. Ростовская, г. Ростов-на-Дону, ул. Добровольского, д. 13/к.1",6,"ул. Добровольского Добровольского, г. Ростов-на-Дону",47.291298,39.703398
"Россия, обл. Новосибирская, р-н Болотнинский, г. Болотное, ул. Юргинская,   0.075 км северо-восточнее дома 1А, башня, Башня БИК ООО",6,"ул. Юргинская Юргинская, р-н Болотнинский",55.669407,84.422287
"Россия, край Краснодарский, г. Краснодар, пр-д Мирный, д. 6,   РОК-1, дымовая труба, Дымовая труба Прочие",6,,44.932351,7.537081
"Россия, обл. Новосибирская, г. Новосибирск, ул. Титова, д. 232/1",6,"ул. Титова Титова, г. Новосибирск",54.980828,82.845052
"Россия, респ. Татарстан, г. Казань, ул. Адоратского, д. 35",6,"ул. Адоратского Адоратского, п. Татарстан",55.620464,52.596791
"Россия, край Краснодарский, г. Краснодар, пр-т им. Константина Образцова, д. 24, Кровля здания Прочие",6,,44.932351,7.537081
"Россия, край Краснодарский, р-н Кущевский, п Коммунар, ул. Юбилейная, д. 37А,   столб, Столб металлический БИК ООО",6,"ул. Юбилейная Юбилейная, р-н Кущевский",46.71048,39.518021
"Россия, край Краснодарский, р-н Щербиновский, п Восточный, ул. Энгельса, уч. 57,   столб, Столб металлический БИК ООО",6,"ул. Энгельса Энгельса, р-н Щербиновский",46.632201,38.659223
"Россия, край Краснодарский, р-н Кореновский, х Нижний, ул. 409 дивизии,   столб, Столб металлический БИК ООО",6,"ул. 409 дивизии 409 дивизии, р-н Кореновский",45.391213,39.232519
"Россия, обл. Новосибирская, г. Новосибирск, пр-т Дзержинского, д. 26, Кровля здания ",6,,44.932351,7.537081
"Россия, обл. Свердловская, г. Екатеринбург, ул. Расточная, д. 17/к.3, Кровля здания МТС ПАО",6,"ул. Расточная Расточная, г. Екатеринбург",56.884556,60.522815
"Россия, обл. Новосибирская, р-н Новосибирский, с Криводановка, тер. Микрорайон, д. 32",6,,44.932351,7.537081
"Россия, обл. Свердловская, г. Екатеринбург, ул. Амундсена, д. 120/к.2",6,"ул. Амундсена Амундсена, г. Екатеринбург",56.769706,60.539327
"Россия, обл. Свердловская, г. Нижний Тагил, ул. Дарвина, д. 36",6,"ул. Дарвина Дарвина, г. Нижний Тагил",57.948217,59.990123
"Россия, респ. Татарстан, г. Казань, ул. Побежимова, д. 39",6,"ул. Побежимова Побежимова, п. Татарстан",55.620464,52.596791
"Россия, обл. Свердловская, г. Екатеринбург, ул. 8 Марта, д. 122",6,"ул. 8 Марта 8 Марта, г. Екатеринбург",56.838666,60.597995
"Россия, обл. Свердловская, р-н Невьянский, с Аятское, ул. Карла Маркса,   0.15 км западнее дома 27, столб, Столб металлический БИК ООО",6,"ул. Карла Маркса Карла Маркса, р-н Невьянский",57.272222,60.130467
"Россия, респ. Татарстан, г. Казань, ул. Липатова, д. 4/к.1,   опора",6,"ул. Липатова Липатова, п. Татарстан",55.620464,52.596791
"Россия, край Краснодарский, р-н Динской, ст-ца Динская, ул. Краснодарская, д. 65,   столб, Столб железобетонный БИК ООО",6,"ул. Краснодарская Краснодарская, р-н Динской",45.239049,38.97852
"Россия, край Краснодарский, р-н Выселковский, х Память Ленина, ул. Советская, д. 26,   столб, Столб металлический БИК ООО",6,"ул. Советская Советская, р-н Выселковский",45.572223,39.659551
"Россия, обл. Свердловская, р-н Пригородный, с Николо-Павловское,   примерно в 2350 м на север от церкви, дымовая труба, Дымовая труба Прочие",6,,44.932351,7.537081
"Россия, респ. Татарстан, р-н Рыбно-Слободский, с Кугарчино,   западная окраина с. Кугарчино, Башня БИК ООО",6,,44.932351,7.537081
"Россия, край Краснодарский, р-н Кущевский, ст-ца Кущевская, ул. Дзержинского, д. 149,   столб, Столб металлический БИК ООО",6,"ул. Дзержинского Дзержинского, р-н Кущевский",46.569857,39.653667
"Россия, обл. Новосибирская, г. Новосибирск, ул. Демьяна Бедного, д. 52",6,"ул. Демьяна Бедного Демьяна Бедного, г. Новосибирск",55.048374,82.933913
"Россия, обл. Ростовская, р-н Морозовский, х Вальково,   башня, Башня Национальная Башенная Компания АО",6,,44.932351,7.537081
"Россия, обл. Новосибирская, г. Новосибирск, ул. Одоевского, д. 1/10",6,"ул. Одоевского Одоевского, г. Новосибирск",54.937831,83.101665
